,name,platform,release_date,summary,meta_score,user_review,release_year,P
981,Final Fantasy XIV: Stormblood,PC,"June 20, 2017","Dive into the next chapter of the Final Fantasy XIV Online with its next expansion pack - Stormblood. Explore vast, new lands, including Ala Mhigo, and challenge new Primal threats across Eorzea as you embark on hundreds of new quests as the Warrior of Light. FEATURES * Level cap increased from 60 -> 70 * New jobs, including red mage * New exploration with swimming and diving * New areas to explore * A new primal Lakshmi * New dungeons * New High-level Raid The Bend of Time Omega * New alliance raid Return to Ivalice * The Forbidden Land of Eureka * New gear and crafting recipes * A fourth residential district * Expanded item inventory and changes to the battle system",86.98515586343395,8.5,2017,PC
982,Bloodborne: The Old Hunters,PlayStation 4,"November 24, 2015","Set in a nightmare world where hunters from the past are trapped forever, explore brand new stages full of dangers, rewards, and deadly beasts to overcome. You’ll find multiple new outfits and weapons to add to your arsenal as well as additional magic to wield and add more variety to your combat strategy. [SCEJ]",86.97921820880752,8.8,2015,PlayStation 4
998,Final Fantasy VII Remake,PlayStation 4,"April 10, 2020","Long ago, we looked upon a foreboding sky. The memory of the star that threatened all burns eternal in our hearts. In its wake came an age of silence. Yet with each fond remembrance, we knew those encountered were not forgotten, that some day we would see them again. Perhaps it was no more than wishful thinking. But after the long calm, there are the beginnings of a stir. The reunion at hand may bring joy, it may bring fear, but let us embrace whatever it brings. For they are coming back. At last the promise has been made.",86.98218703612073,8.1,2020,PlayStation 4
1005,RimWorld,PC,"October 17, 2018","A sci-fi colony sim driven by an intelligent AI storyteller. Inspired by Dwarf Fortress and Firefly. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.",86.98515586343395,8.9,2018,PC
1018,Battlefield: Bad Company 2,PC,"March 2, 2010","In this installment, the Bad Company crew again find themselves in the heart of the action, where they must use every weapon and vehicle at their disposal to survive. In Battlefield: Bad Company 2, the 'B' company fight their way through snowy mountaintops, dense jungles and dusty villages. With a heavy arsenal of deadly weapons and a slew of vehicles to aid them, the crew set off on their mission and they are ready to blow up, shoot down, blast through, wipe out and utterly destroy anything that gets in their way. Total destruction is the name of the game, delivered as only the DICE next generation Frostbite engine can. [Electronic Arts]",86.97822859970312,8.2,2010,PC
1023,Steins;Gate,PC,"March 31, 2014","Set in Akihabara, the Mecca of Japanese anime culture, Steins;Gate follows a group of friends who accidentally invent a method of sending messages to the past. Their discovery drags them into a world of conspiracy and shifting timelines where the push of a button can change the course of history.",86.99406234537358,8.9,2014,PC
1034,Sins of a Solar Empire,PC,"February 4, 2008","Sins of a Solar Empire represents the birth of the RT4X genre, seamlessly blending spectacular tactical combat with grand-scale space strategy. Players must conquer worlds, engage in diplomacy and trade with other civilizations, and use the resources at their disposal to enhance their economy, develop new technology and increase military power. They must then test their mettle on a 3D tactical battlefield, where their ships will fight it out in stunning visual glory. [Stardock]",86.98614547253835,8.2,2008,PC
1046,Monkey Island 2 Special Edition: LeChuck's Revenge,PC,"July 7, 2010","More Pirates! More Adventure! More Monkeys! Relive the second swashbuckling misadventure of the wannabe pirate Guybrush Threepwood as he searches for the lost treasure of Big Whoop, attempts to win back the beautiful Elaine Marley and takes on the now evil zombie pirate, LeChuck! Monkey Island 2 Special Edition: LeChuck’s Revenge faithfully re-imagines the original classic in signature Special Edition detail. Plus, interact with the world of Monkey Island like never before with new direct-character controls, an interactive object highlight system, behind the scenes art viewer and creator commentary featuring the original developers of Monkey Island 2: LeChuck’s Revenge! Play it again for the first time with signature Special Edition features. [LucasArts]",86.97822859970312,8.8,2010,PC
1047,Half-Life 2: Episode One,PC,"June 1, 2006","Half-Life 2: Episode One is an all-new episode created by Valve that extends the Half-Life 2 single player adventure. The player reprises his role of Dr. Gordon Freeman, who must immediately face the repercussions of his actions in City 17 and the Citadel. Freeman reconnects with Alyx Vance and her robot, Dog, as they continue their support of the resistance's battle against the Combine forces. [Valve]",86.98713508164275,8.7,2006,PC
1050,Mass Effect 2: Lair of the Shadow Broker,Xbox 360,"September 7, 2010","Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped... and the Shadow Broker's agents will do anything to stop her. Team up with Liara and chase clues from the luxurious heights of Illium to the Shadow Broker's own secret lair. Adds the Shadow Broker intel center, new research, and five new achievements and the chance to continue a relationship with Liara.",86.97822859970312,8.5,2010,Xbox 360
1055,The Swapper,PC,"May 30, 2013",The Swapper features a unique art style that uses real-world clay-models and found objects to create an explorable space station realised in unique detail; gameplay sees players swap between different bodies to achieve otherwise impossible tasks.,86.98515586343395,8.6,2013,PC
1056,Baba Is You,PC,"March 13, 2019","Baba Is You is a puzzle game where the rules you have to follow are present as blocks you can interact with. By manipulating them, you can change how the game works, repurpose things you find in the levels and cause surprising interactions.",86.98515586343395,8.3,2019,PC
1071,Red Dead Redemption: Undead Nightmare Pack,Xbox 360,"October 26, 2010",Red Dead Redemption: Undead Nightmare Pack brings more adventures and challenges to the Red Dead universe.,86.97822859970312,8.5,2010,Xbox 360
1073,Marvel's Spider-Man,PlayStation 4,"September 7, 2018","This isn't the Spider-Man you've known before, or seen in a movie. This is an experienced Peter Parker who is more masterful in fighting major crimes in New York City. At the same time he is struggling to balance his tumultuous personal life and career while the fate of nine million New Yorkers rests upon his shoulders.",86.98515586343395,8.7,2018,PlayStation 4
